6	-0.1733
7	-0.1388
8	-0.6318
9	-0.5662
10	0.2571
6	-0.8319
7	-0.8462
8	-1.34
9	-0.8801
10	-1.712
6	1.007
7	0.444
8	0.4954
9	0.3948
10	-0.1663
6	-2.587
7	-2.147
8	-2.218
9	-1.99
10	-3.069
6	-0.6806
7	-0.1338
8	0.1528
9	0.3209
10	-1.0
6	0.2948
7	0.1076
8	0.6365
9	0.4092
10	0.4936
6	0.5358
7	0.9088
8	0.4976
9	1.023
10	1.328
6	0.08762
7	0.6321
8	0.4394
9	1.018
10	0.9173
6	0.2423
7	0.3937
8	0.0134
9	0.385
10	0.7382
6	-0.4194
7	-0.6386
8	-0.4153
9	-0.6338
10	-0.8802
6	1613.0
7	1589.0
8	1593.0
9	1583.0
10	1586.0
6	-0.1246
7	-0.531
8	0.2212
9	-0.2246
10	-0.3867
6	0.1164
7	0.2702
8	0.08231
9	0.3897
10	0.4476
6	-0.3318
7	-0.006512
8	0.02418
9	0.3841
10	0.03703
6	-0.1771
7	-0.2449
8	-0.4019
9	-0.2488
10	-0.142
6	-0.4194
7	-0.6386
8	-0.4153
9	-0.6338
10	-0.8802
6	-1.13
7	-1.516
8	-1.751
9	-1.671
10	-1.842
6	0.9499
7	0.5753
8	-0.0541
9	0.2184
10	0.5384
6	-3.092
7	-2.292
8	-2.826
9	-2.172
10	-2.774
6	-1.031
7	-0.5175
8	-0.8809
9	-0.4941
10	-0.8853
6	-0.5928
7	-0.7774
8	-1.047
9	-1.2
10	-0.6231
6	-1.234
7	-0.499
8	-1.322
9	-1.115
10	-0.9914
6	-0.8457
7	-0.5001
8	-1.294
9	-0.9414
10	-0.7977
6	-1.327
7	-0.7463
8	-1.238
9	-0.8047
10	-1.09
6	-0.828
7	-0.4216
8	-1.413
9	-0.5818
10	-1.085
6	5.007
7	3.645
8	2.027
9	4.014
10	2.493
6	-0.9184
7	-0.6732
8	-1.151
9	-0.9893
10	-1.061
6	-2.687
7	-1.501
8	-2.126
9	-2.002
10	-2.121
6	2.532
7	3.544
8	2.142
9	3.091
10	1.915
6	2.125
7	4.267
8	1.625
9	2.956
10	2.545
6	-1.484
7	-0.8487
8	-1.804
9	-2.759
10	-1.524
6	-0.5872
7	-0.4903
8	-0.672
9	-0.4675
10	-1.106
6	3.784
7	1.24
8	1.747
9	2.966
10	1.725
6	2.527
7	1.619
8	4.041
9	5.748
10	0.5645
6	-0.2244
7	-0.3088
8	-0.316
9	-0.5964
10	-1.192
6	0.7539
7	1.028
8	0.7296
9	0.498
10	-0.005992
6	-0.7747
7	-0.6616
8	-0.7367
9	-0.6614
10	-1.289
6	-1.001
7	-1.107
8	-1.527
9	-1.088
10	-1.898
6	-0.5483
7	-0.6238
8	-0.2232
9	-0.8904
10	-1.202
6	-0.8052
7	-0.2615
8	-0.1695
9	-0.9526
10	-0.9411
6	2.192
7	5.885
8	1.968
9	3.497
10	0.9942
6	-0.8169
7	-0.8101
8	-1.049
9	-1.242
10	-1.618
6	3.27
7	3.496
8	1.719
9	1.609
10	2.124
6	-0.5479
7	-0.7993
8	-1.092
9	-1.44
10	-1.23
6	-0.2507
7	-0.5025
8	-0.5527
9	-0.9478
10	-0.4548
6	-1.4
7	-2.686
8	-1.579
9	-1.883
10	-2.541
6	0.1641
7	-0.3541
8	-0.3995
9	-0.7499
10	-0.9168
6	-0.0469
7	-0.39
8	-0.6199
9	-0.7977
10	-0.4826
6	-0.3455
7	-0.1156
8	-0.741
9	-0.8082
10	-0.6504
6	0.1926
7	-0.4851
8	-0.1508
9	-0.5488
10	-0.6999
6	0.05863
7	-0.4862
8	-0.3573
9	-0.5658
10	-0.6945
6	2.52
7	3.908
8	3.651
9	1.743
10	2.71
6	2.289
7	3.642
8	2.788
9	1.972
10	1.653
6	1.417
7	1.147
8	1.21
9	1.326
10	0.9178
6	-0.9939
7	-1.06
8	-0.4258
9	-0.8204
10	-1.002
6	-2.388
7	-2.362
8	-1.93
9	-2.804
10	-2.562
6	-1.777
7	-3.133
8	-1.824
9	-2.875
10	-2.391
6	0.09197
7	-0.2017
8	0.1351
9	0.03072
10	-0.8265
6	-1.974
7	-1.826
8	-1.426
9	-3.706
10	-1.982
6	2.674
7	6.492
8	2.391
9	4.592
10	2.107
6	-3.245
7	-2.102
8	-2.665
9	-1.834
10	-1.653
6	2.274
7	3.448
8	2.059
9	3.767
10	2.292
6	0.2268
7	0.376
8	-0.1197
9	-0.0324
10	0.3979
6	2.744
7	2.33
8	2.217
9	2.401
10	2.229
6	3.225
7	3.026
8	2.487
9	4.962
10	5.425
6	-0.9153
7	-0.1794
8	-0.9202
9	-0.2057
10	-0.5768
6	-2.031
7	-2.993
8	-2.032
9	-1.764
10	-2.048
6	-1.583
7	-1.261
8	-1.734
9	-2.42
10	-3.284
6	-1.702
7	-2.226
8	-1.827
9	-1.46
10	-1.329
6	-2.717
7	-1.524
8	-1.735
9	-1.035
10	-1.341
6	-3.223
7	-2.536
8	-2.366
9	-3.695
10	-2.373
6	-1.948
7	-1.937
8	-4.783
9	-1.549
10	-2.899
6	-1.381
7	-1.367
8	-0.9203
9	-1.057
10	-1.48
6	-1.444
7	-1.409
8	-1.26
9	-1.06
10	-2.091
6	-0.4395
7	-0.4799
8	-0.3251
9	-0.5273
10	-1.106
6	-2.287
7	-2.567
8	-2.032
9	-2.989
10	-3.45
6	-0.7475
7	-0.6852
8	-0.7376
9	-0.636
10	-1.192
6	-0.7271
7	-0.705
8	-0.1972
9	-0.6549
10	-1.321
6	2.878
7	2.722
8	1.738
9	2.626
10	3.084
6	-0.2714
7	-0.5063
8	-0.3743
9	-0.3172
10	-0.8833
6	-0.2052
7	-0.5036
8	-0.6213
9	-0.8153
10	-1.124
6	-0.1922
7	-0.2575
8	-0.1109
9	-0.2863
10	-0.8233
6	-3.745
7	-2.25
8	-1.784
9	-2.663
10	-1.898
6	-0.1365
7	-0.5697
8	-0.5357
9	-0.8312
10	-0.8107
6	-0.4624
7	-0.788
8	-1.216
9	-0.93
10	-1.429
6	-0.6467
7	-0.8771
8	-1.097
9	-0.9402
10	-1.037
6	3.333
7	3.223
8	2.318
9	2.44
10	1.217
6	0.9459
7	0.05444
8	0.2062
9	0.4745
10	-0.07181
6	-0.8168
7	-1.324
8	-0.9389
9	-1.236
10	-1.672
6	3.715
7	3.635
8	2.685
9	4.485
10	1.624
6	5.253
7	1.416
8	2.31
9	1.624
10	2.395
6	-4.177
7	-4.212
8	-0.9872
9	-1.292
10	-2.512
6	-0.9053
7	-0.6135
8	-0.6442
9	-0.5161
10	-1.519
6	1.731
7	2.093
8	2.524
9	2.97
10	1.638
6	-2.95
7	-1.992
8	-2.598
9	-1.265
10	-2.616
6	-4.322
7	-1.224
8	-2.454
9	-1.141
10	-1.915
6	3.452
7	1.657
8	1.934
9	3.314
10	2.971
6	2.334
7	2.132
8	3.285
9	3.859
10	2.301
6	2.288
7	1.81
8	1.977
9	3.576
10	1.691
6	1.225
7	0.9236
8	1.289
9	1.717
10	0.7378
6	2.709
7	2.802
8	1.861
9	2.196
10	1.616
6	3.241
7	1.954
8	5.724
9	4.707
10	2.081
6	2.196
7	3.318
8	2.098
9	2.314
10	2.367
6	4.912
7	2.315
